player_id,full_name,position_group,position_code,gp,cluster
8480807,Mattias Samuelsson,Defence,D,62,1
8480817,K'Andre Miller,Defence,D,74,1
8480834,Ty Emberson,Defence,D,76,0
8480839,Rasmus Dahlin,Defence,D,73,1
8480860,Kevin Bahl,Defence,D,73,1
8480865,Noah Dobson,Defence,D,71,1
8480871,Adam Boqvist,Defence,D,35,1
8480873,Rasmus Sandin,Defence,D,82,1
8480878,Nils Lundkvist,Defence,D,39,1
8480879,Jacob Bernard-Docker,Defence,D,40,1
8480887,Jordan Harris,Defence,D,33,1
8480891,Michael Kesselring,Defence,D,82,1
8480950,Ilya Lyubushkin,Defence,D,80,1
8480990,Declan Chisholm,Defence,D,66,0
8481006,Tyler Tucker,Defence,D,38,1
8481014,Alexander Romanov,Defence,D,64,1
8481056,Spencer Stastney,Defence,D,23,1
8481059,Scott Perunovich,Defence,D,35,1
8481122,Simon Benoit,Defence,D,78,1
8481161,Jake Christiansen,Defence,D,68,2
8481167,Brayden Pachal,Defence,D,76,2
8481178,Egor Zamula,Defence,D,63,1
8481524,Bowen Byram,Defence,D,82,1
8481527,Kaedan Korczak,Defence,D,40,1
8481542,Moritz Seider,Defence,D,82,1
8481546,Cam York,Defence,D,66,1
8481563,Drew Helleson,Defence,D,56,2
8481567,Henry Thrun,Defence,D,60,0
8481568,Alex Vlasic,Defence,D,82,1
8481581,Thomas Harley,Defence,D,78,1
8481593,Jayden Struble,Defence,D,56,1
8481598,Philip Broberg,Defence,D,68,1
8481605,Jackson LaCombe,Defence,D,75,1
8481606,Jordan Spence,Defence,D,79,1
8481607,Albert Johansson,Defence,D,61,1
8481609,Vladislav Kolyachonok,Defence,D,35,1
8481708,Zac Jones,Defence,D,46,1
8481806,Louis Crevier,Defence,D,32,2
8482073,Braden Schneider,Defence,D,80,1
8482087,Kaiden Guhle,Defence,D,55,2
8482095,Tyler Kleven,Defence,D,79,1
8482105,Jake Sanderson,Defence,D,80,1
8482111,Justin Barron,Defence,D,62,2
8482122,Brock Faber,Defence,D,78,1
8482142,Jamie Drysdale,Defence,D,70,1
8482166,Shakir Mukhamadullin,Defence,D,30,1
8482176,Wyatt Kaiser,Defence,D,57,1
8482245,Artem Zub,Defence,D,56,1
8482482,Adam Wilsby,Defence,D,23,1
8482511,Mason Lohrei,Defence,D,77,1
8482516,Matthew Kessel,Defence,D,29,1
8482624,Daniil Miromanov,Defence,D,44,1
8482655,J.J. Moser,Defence,D,54,1
8482671,Owen Power,Defence,D,79,1
8482684,Luke Hughes,Defence,D,71,1
8482730,Brandt Clarke,Defence,D,78,1
8482762,Simon Edvinsson,Defence,D,78,1
8482803,Olen Zellweger,Defence,D,62,1
8482858,Ryker Evans,Defence,D,73,1
8482929,Emil Lilleberg,Defence,D,76,1
8482964,Arber Xhekaj,Defence,D,70,1
8483425,Lian Bichsel,Defence,D,38,1
8483457,Lane Hutson,Defence,D,82,1
8483490,Pavel Mintyukov,Defence,D,68,2
8483495,Simon Nemec,Defence,D,27,1
8483565,Nick Blankenburg,Defence,D,60,1
8483678,Elias Pettersson,Defence,D,28,1
8484258,Sam Malinski,Defence,D,76,1
8484304,Uvis Balinskis,Defence,D,76,1
8484321,Nikolas Matinpalo,Defence,D,41,1
